	Text	Contains_hate
101	⠀ اللّهمّ فرّج أُموراً ضَاقت بها صُدورنا ،وعجزت بها حيلتنا وقلّ بها صَبرنا، الّلهمّ أسعِد قلوبنا بما أنتَ أعْلمُ بِهِ مِنّا ،اللّهمّ اجْعَل مانُريدُه في حياتِنا قريباً لِناظرنا سَعيداً لخواطِرنَا اللهم تقبل #انقذو_طلاب_التخرج_من_كورونا	Not Hatefull
102	الجزائر ستكون ثانى بلد يتغلب على الكورونا بعد الصين لأننا نحترم الحجر الصحي !!! سمعت واحد قالها  فى لاشان تاع زلابية 😏😏	Not Hatefull
103	@506_MBS الكورونا نعمه من الله علينا هههههههههههههه طلعة الفيران وازواحف من جحورها  رب ضارة نافعه مثل عربي قديم	Not Hatefull
104	كيفية الوقاية من عدوى #كورونا ؟ يجب غسل اليدين بالماء والصابون بانتظام قبل وبعد تناول الأكل وعند ملامسة الأسطح الخارجية  #وزارة_الصحة #فايروس_جديد  https://t.co/97SqHcbiXh	Not Hatefull
105	كورونا يصيب نمراً بحديقة حيوان في نيويورك: (MENAFN - Khaberni) خبرني - قال متحدث باسم حديقة حيوان برونكس في مدينة نيويورك الأميركية إن فحوصاً أثبتت إصابة أنثى نمر في الحديقة بالمرض التنفسي ا...  https://t.co/lpL5pNnjI4  https://t.co/Kkrt7OUUbk	Not Hatefull
106	يامنزل الشفاء ورافع البلاء ويامجيب الدعاء .. اللهم ارفع عنا البلاء والوباء والمِحن ..اللهم احفظ بلادنا وبلاد المسلمين من كل مكروه .. اللهم اشفى مرضانا وعافي مبتلانا وارحم موتانا .. اللهم إنا نسألك ضياءً في طريقنا وفرجاً لضيقنا ونوراً لقلوبنا وتيسيراً لأمورنا اللهم امين #كورونا  https://t.co/nOS813HiCW	Not Hatefull
107	إصابة الرئيس الجزائري عبد المجيد تبون بفيروس كورونا  https://t.co/W20uhKsCPq عبر @وكالة المعلومة	Not Hatefull
108	وزير الصحة الجزائرى: نولى أهمية بالغة للحصول على لقاح كورونا: (MENAFN - Youm7) أكد عبد الرحمن بن بوزيد وزير الصحة الجزائرى، اليوم الثلاثاء، اهتمام بلاده الجزائر البالغ لاقتناء اللقاح المضاد لفيروس كورونا.  https://t.co/rEOgZgWSYW	Not Hatefull
109	#كورونا.. توسيع إجراءات الحجر الجزئي في #الجزائر إلى تسع ولايات أخرى وهي.. تيزي وزو، بو مرداس،وهران، تيبازة، باتنة، الوادي، سطيف، قسنطينة والمدية.  https://t.co/JND03CYuye	Not Hatefull
110	"#بوابة_الأهرام | الجزائر تكشف اسم الدواء المستخدم في علاج المصابين بـ""كورونا""  https://t.co/mx9VyddSEF via @AlAhramGate"	Not Hatefull
111	"ههههههههههه واحد يسأل صاحبه بعد ما تزوج  بشهر كيف الزواج؟؟!! . رد عليه على فكرة "" الزواج نفس الكورونا أول  15 يوم ما تشعر بأي  أعراض ، لكن  بعدين تبدا تحس بإختناق    وضيق تنفس  و بعدها انت و مناعتك . 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"	Not Hatefull
112	@az2017oz @SR_2023 ههههههه شكله خايف من كورونا 👌🏻	Not Hatefull
113	يخطف منا فيروس كورونا باحثة من المتميزين وطنياً وعالمياً في علم الأوبئة،   البروفيسور بجامعة سطيف، السيدة زبيدة زايدي، رحمها الله. تعازيَ الخالصة إلى عائلة الفقيدة، وإلى كل أفراد السلك الطبي، وأدعو الله أن يتغمدها برحمته الواسعة، ويسكنها فسيح جناته، ويلهم أهلها الصبر والسلوان.	Not Hatefull
114	شركة #موديرنا تعلن أن لقاحها ضد #كوفيد19 فعال بنسبة 94,5%  #جريدة_الراية #سلامتك_هي_سلامتي #كورونا    https://t.co/DNR56QdbuG	Not Hatefull
115	لله الحمد من قبل وبعد في السراء وفي الضراء تم تأكيد اصابتي بفايروس كورونا اسأل الله العلي القدير ان يجعل ما اصابني تكفير لذنوبي ومحو لسيئاتي•• (وأسألكم الدعاء♥️)	Not Hatefull
116	الرئيس الجزائري “عبد المجيد تبون” يحذر من تفشي فيروس “كورونا” في الجزائر  https://t.co/yIjLbP7UC1الرئيس-الجزائري-عبد-المجيد-تبون-يحذر/	Not Hatefull
117	"بششششششارة ،،،  مركز كليفلاند الطبي الأمريكي : "" دواء ريمديسيفير ""  1 - فعال ويسيطر على فيروس كورونا . 2 - ينجح بتقليل مدة الشفاء ل 4 أيام .  قريباً ستعود الحياة جميع الدول تسابق الزمن ❤️❤️  #عهود_العتيبي2"	Not Hatefull
118	مباشرة من البيت الابيض Whitehouse# لم ينتبهوا للكاميرا  مقطع مسرب لفريق عمل ترامب يتكلمون عن فيروس كورونا بأنه خدعة وبأن اللقاح موجود وانهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البث   ويخبر احدهم ان الوفيات مزورة وان الفيروس ضعيف جدا  https://t.co/xMDfzUkBv2	Not Hatefull
119	@AJELNEWS24 بفضل الله ثم ولاة امرنا اعزهم الله سيذهب وباء كورونا وسيذهب معه البلاء بإذن الله  بلاد المسلمين واحفظنا بحفظك يارب العالمين استودعت الله نفس واهلي والمسلمين جميعاً ورجعنا بسلامة لاهلينا يارب وحشتني يا امي  يارب يفتح الرحلات وارجع  الله يحميهم ويحمي مملكتنا الغاليه من كل مكروه	Not Hatefull
120	حالات كتير  بتكون تعافت رسميا من الكورونا بمدة طويلة و تموت بعدها بـ sudden pulmonary embolism ( جلطة مفاجئة بالرئة ) ... فـ أي حد يعرف حالة تعافت من كورونا يخليه يروح يعمل تحاليل سيولة ضروري ...  pt و  bleeding &amp clotting time بسبب زيادة نسبة التجلط الى بيعملها الفيروس حتى بعد	Not Hatefull
121	سيذهب الوباء ومعه البلاء بإذن الله وسيأتي رمضان ومعه الفرج بأمر الله تفائلوا بالخير تجدوه . و إن حدثوك عن أمر مخيف فحدثهم عن رب لطيف .      🌹 بارك الله لكم بما اعطاكم🌹            #فيروس_كورونا #اللهم_ارفع_عنا_البلاء_والوباء #اللهم_صل_على_محمد_وال_محمد_وعجل_فرجهم  https://t.co/dIV9tKfUss	Not Hatefull
122	#جاك_كورونا_والا_باقي من كان بالصين وانا مرعوبه ويوميا اردد الدعاء ( تحصنا برب العزة والجبروت واعتصمنا برب الملكوت وتوكلنا على الحي الذي لايموت اللهم اصرف عنا هذا الوباء وقنا شر الداء ونجنا من الطعن والطاعون والبلاء بلطفك ورحمتك ي ارحم الرحمن ) والحمد لله م جاني😁💜	Not Hatefull
123	#نصايح_لتفادي_كورونا تنظيف اليدين بالماء والصابون أو مطهر سيقتل منها الفيروسات، وتغطية الفم والأنف بثني المرفق أو بمنديل عند السعال أو العطس ثم إلقائه بسلة مهملات مغلقة مع تنظيف اليدين سيمنع انتشار الفيروس والعدوى أما تغطية الفم باليد ستنقل الجراثيم للغير  https://t.co/rpMEb1qnDl	Not Hatefull
124	@whrumor لحول خلونا نخلص من كورونا اول	Not Hatefull
125	"بقلوب مؤمنة بقضاء الله و قدره أنعى أخي و زميلي المغفور له بإذن الله عبد الغفور ""أبو هاني"" الذي وافته المنية هذا الصباح متأثرا بعدوى فايروس كورونا المستجد. للفقيد الرحمة و المغفرة. و لنا و لأهله و اصدقاءه و زملاءه الصبر و السلوان. انا لله و إنا إليه راجعون.  https://t.co/yafwNJOaHR"	Not Hatefull
126	"🔴 #خبر ""نادية""أنثى نمر في حديقة حيوان ""برونكس"" بمدينة #نيويورك ، أول نمر تثبت الاختبارات إصابته #بفيروس_كورونا المستجد نادية البالغة من العمر 4 سنوات،ثبيت اصابتها بعد أن ظهرت عليها،مع 5 نمور وأسود أخرى في حديقة الحيوانات، أعراض مشكلات بالجهاز التنفسي #مكشات #كلنا_مسؤول #السعودية  https://t.co/NcnJDC6Kxb"	Not Hatefull
127	#كورونا غدًا نحكي فصول  الصبر و الغُمّة بأن قد زالت البلوى وصارت قصّة تُروى وجاء الغيثُ للأمّة .🖤	Not Hatefull
128	حصيلة كورونا ليوم الخميس 11جوان 2020 في الجزائر  🔴 #وزارة_الصحة: 105 إصابة جديدة بكورونا في الجزائر 🔴ارتفاع إجمالي إصابات كورونا إلى: 10589 🔴 تسجيل 9 وفيات جديدة بكورونا في الجزائر 🔴ارتفاع إجمالي وفيات كورونا إلى: 741 🔴ارتفاع إجمالي حالات الشفاء إلى: 7254 #Aures_Post	Not Hatefull
129	مسطول  قالو ليهو : رأيك في وباء الكورونا شنو؟ قال : والله ذي جوائز سوداني و زين وMTN  نسمع بالفائزين وماحصل شفناهم 😂😂😂😂😂	Not Hatefull
130	"لو مضطر تنزل وتتعامل اليومين دول يبقي تاخد حذرك متنساش تقول الدعاء ده وانت خارج ""تحصنت بذي العزة والجبروت واعتصمت برب الملكوت، وتوكلت علي الحي الذي لا يموت اللهم اصرف عنا هذا الوباء وقنا شر الداء ونجِنا من الكورونا والبلاء بلطفك ومنِك وكرمك يا لطيف يا خبير، إنك على كل شيء قدير"""	Not Hatefull
